Project Code,PQ #,Country,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Scheduled_Delivery_Date_D,Scheduled_Delivery_Date_M,Scheduled_Delivery_Date_Y,Delivered_to_Client_Date_D,Delivered_to_Client_Date_M,Delivered_to_Client_Date_Y
30,33,7,0,0,0,33,0,0,8,64,13,0,36,11,60,7445,16676.8,2.24,0.04,10,574.0,3868.24,17.14,21.0,9,14.0,21.0,8,14.0
23,28,0,0,0,0,28,0,1,0,7,3,0,3,1,30,3528,27342.0,7.75,0.26,0,395.0,3538.57,58.95,30.0,9,10.0,30.0,8,10.0
15,0,12,1,3,1,1,0,1,16,4,4,0,3,1,60,12294,94786.74,7.71,0.13,12,629.0,8281.69,185.78,15.0,6,9.0,15.0,6,9.0
30,403,7,1,3,1,321,0,1,16,14,13,0,12,7,60,4200,36792.0,8.76,0.15,12,275.0,11991.12,79.32,12.0,8,10.0,25.0,8,10.0
22,580,3,1,3,2,42,0,1,16,20,16,0,18,7,60,156995,1212001.4,7.72,0.13,15,32219.0,50569.84,1245.94,30.0,8,15.0,20.0,8,15.0
27,175,6,0,2,0,160,0,1,0,26,6,0,21,10,30,599,7966.7,13.3,0.44,0,41.0,717.0,17.18,13.0,5,10.0,13.0,5,10.0
34,170,12,0,0,0,155,0,1,0,54,25,0,32,7,30,100000,735000.0,7.35,0.24,0,9369.0,50030.37,1030.47,29.0,7,12.0,29.0,10,12.0
13,0,10,1,3,0,0,0,1,16,15,14,0,13,7,60,2508,18559.2,7.4,0.12,10,4303.0,12894.85,29.69,5.0,9,8.0,5.0,8,8.0
27,582,6,1,3,1,288,0,1,16,20,16,0,18,7,60,86008,697524.88,8.11,0.14,12,11117.0,15617.93,717.06,30.0,0,14.0,13.0,1,14.0
27,48,6,0,1,0,47,0,0,1,16,1,7,14,9,300,86,2650.52,30.82,0.1,11,100.0,1952.77,2.72,26.0,9,15.0,26.0,8,15.0
29,322,4,0,0,3,273,0,1,0,76,1,0,1,1,120,22600,678000.0,30.0,0.25,0,5734.0,24624.0,950.56,5.0,5,12.0,5.0,5,12.0
30,387,7,1,3,0,315,0,1,16,20,16,0,18,7,60,59,661.98,11.22,0.19,4,12.0,1311.0,1.3,15.0,3,10.0,22.0,3,10.0
24,663,5,1,3,0,465,0,1,16,7,3,0,3,1,30,60,242.4,4.04,0.13,4,6528.0,63922.3,0.25,30.0,9,14.0,24.0,8,14.0
24,316,5,0,2,0,268,0,0,7,53,5,13,31,9,180,192,3256.32,16.96,0.09,8,54.0,290.0,6.38,30.0,2,9.0,30.0,2,9.0
51,188,19,0,0,0,130,0,0,0,44,8,0,0,9,240,1905,2724.15,1.43,0.01,0,786.0,4304.34,2.8,24.0,11,14.0,24.0,11,14.0
6,0,5,1,3,0,1,0,1,16,2,2,0,2,2,60,4410,6438.6,1.46,0.02,0,286.0,3842.22,13.88,22.0,0,9.0,22.0,0,9.0
14,0,11,1,3,0,1,0,1,16,15,14,0,13,7,60,98396,700579.52,7.12,0.12,15,7426.0,2400.25,1373.14,27.0,1,9.0,27.0,1,9.0
3,0,3,1,3,0,0,0,1,16,5,5,0,4,1,30,2063,24178.36,11.72,0.39,0,176.0,3680.33,47.39,16.0,7,9.0,16.0,10,9.0
67,442,13,1,3,0,344,0,1,16,21,17,0,3,1,60,4224,61797.12,14.63,0.24,4,1926.0,3134.82,101.97,30.0,6,11.0,15.0,6,11.0
27,77,6,0,2,0,74,0,0,8,44,8,0,0,9,240,9565,18651.75,1.95,0.01,10,6490.0,3010.89,26.15,28.0,4,12.0,28.0,4,12.0
22,449,3,1,3,2,30,0,1,16,5,5,0,4,1,30,10944,46183.68,4.22,0.14,15,726.0,15322.73,76.2,2.0,9,12.0,18.0,11,11.0
34,590,12,1,3,1,430,0,1,16,14,13,0,12,7,60,71377,465378.04,6.52,0.11,12,11342.0,15715.08,478.41,27.0,7,15.0,19.0,10,15.0
31,429,10,1,3,1,331,0,1,16,5,5,0,4,1,30,6392,27741.28,4.34,0.14,12,539.0,1709.78,59.81,6.0,6,11.0,5.0,6,11.0
29,427,4,1,3,0,334,0,1,16,5,5,0,4,1,30,57456,255679.2,4.45,0.15,4,4720.0,18611.92,551.24,31.0,9,11.0,15.0,8,11.0
29,499,4,1,3,1,381,0,1,16,1,1,1,1,1,120,17500,539350.0,30.82,0.26,1,6649.0,27350.2,756.17,28.0,7,13.0,25.0,3,13.0
2,0,2,1,3,1,0,0,1,16,3,3,2,3,1,30,883,15011.0,17.0,0.57,14,70.0,1169.9,29.42,9.0,9,9.0,9.0,8,9.0
27,146,6,0,1,0,135,0,0,1,18,1,0,16,1,60,1575,12143.25,7.71,0.13,1,186.0,2874.03,20.04,29.0,4,12.0,29.0,4,12.0
31,619,10,1,3,1,443,0,1,16,15,14,0,13,7,60,9493,52781.08,5.56,0.09,10,1021.0,5216.63,87.09,30.0,11,11.0,9.0,11,11.0
36,73,1,0,0,0,70,0,1,0,26,6,0,21,10,30,1625,21125.0,13.0,0.43,0,111.0,1206.62,34.86,4.0,10,11.0,4.0,9,11.0
22,401,3,1,3,2,320,0,1,16,23,0,0,20,1,60,46001,122362.66,2.66,0.04,15,2526.0,9736.1,263.81,31.0,10,10.0,18.0,9,10.0
34,383,12,1,3,1,312,0,1,16,55,28,0,33,7,30,110000,1100000.0,10.0,0.33,4,9221.0,8104.79,2156.0,30.0,2,9.0,3.0,11,9.0
33,302,2,0,0,0,214,0,1,0,21,17,0,3,1,60,19000,216600.0,11.4,0.19,0,1909.0,9612.49,267.93,21.0,2,13.0,21.0,2,13.0
23,54,0,0,0,0,53,0,1,4,5,5,0,4,1,30,30912,200928.0,6.5,0.22,4,2405.0,11448.01,393.82,10.0,9,10.0,10.0,8,10.0
23,80,0,0,1,0,20,0,0,1,16,1,7,14,9,300,300,18246.0,60.82,0.2,11,275.0,1015.98,25.58,29.0,2,12.0,29.0,2,12.0
11,0,9,1,3,0,0,0,1,16,9,8,0,7,1,60,431,1249.9,2.9,0.05,0,377.0,5228.67,2.0,25.0,5,8.0,25.0,5,8.0
32,103,16,0,1,0,98,0,0,1,16,1,7,14,9,300,20,616.4,30.82,0.1,11,52.0,1573.41,0.76,20.0,2,13.0,18.0,2,13.0
1,0,1,1,3,0,0,0,1,16,3,3,2,3,1,30,535,9095.0,17.0,0.57,2,33.0,755.5,14.55,14.0,11,7.0,14.0,11,7.0
45,577,10,1,3,1,424,0,0,16,77,16,0,38,11,60,203160,761850.0,3.75,0.06,4,11353.0,12654.78,783.18,16.0,7,15.0,4.0,10,15.0
33,25,2,0,1,0,25,0,0,1,18,1,0,16,1,60,2736,16251.84,5.94,0.1,1,328.0,3940.54,20.1,21.0,2,13.0,21.0,2,13.0
23,86,0,0,0,0,82,0,1,4,14,13,0,12,7,60,4848,31463.52,6.49,0.11,4,415.0,1009.6,38.92,23.0,11,13.0,23.0,11,13.0
22,675,3,1,3,2,473,0,1,16,1,1,1,1,1,120,19100,360990.0,18.9,0.16,1,4710.0,8228.24,371.1,30.0,4,15.0,28.0,7,15.0
24,13,5,0,0,0,13,0,1,9,5,5,0,4,1,30,56352,197232.0,3.5,0.12,31,4792.0,30046.84,202.75,26.0,7,15.0,26.0,10,15.0
30,439,7,1,3,1,342,0,1,16,55,28,0,33,7,30,7441,61239.43,8.23,0.27,4,656.0,4376.56,101.05,22.0,6,11.0,24.0,1,11.0
22,174,3,0,1,0,159,0,0,1,18,1,0,16,1,60,5513,32747.22,5.94,0.1,1,640.0,6185.25,40.51,30.0,11,13.0,30.0,11,13.0
27,65,6,0,0,3,11,0,1,8,76,1,0,1,1,120,17587,587405.8,33.4,0.28,35,5480.0,19123.35,1266.45,31.0,9,11.0,31.0,8,11.0
31,521,10,1,3,1,85,0,1,16,76,1,0,1,1,120,8599,187286.22,21.78,0.18,4,2293.0,4529.67,231.67,18.0,6,13.0,20.0,6,13.0
29,643,4,1,3,1,454,0,0,16,69,13,0,36,7,60,3952,10907.52,2.76,0.05,0,2705.0,9879.25,15.29,1.0,7,13.0,14.0,3,13.0
23,15,0,0,0,0,15,0,1,9,59,29,0,35,7,30,19200,201600.0,10.5,0.35,12,2877.0,4312.92,207.24,17.0,11,14.0,17.0,11,14.0
27,81,6,0,2,0,77,0,1,24,5,5,0,4,1,30,31,185.69,5.99,0.2,25,4.0,889.55,0.36,29.0,10,10.0,29.0,9,10.0
68,709,25,1,3,0,373,0,0,16,66,0,0,0,0,240,4320,8424.0,1.95,0.01,0,1624.0,15446.4,11.81,18.0,0,12.0,3.0,0,12.0
29,478,4,1,3,1,369,0,1,16,59,29,0,35,7,30,14406,174456.66,12.11,0.4,4,1639.0,7690.06,244.59,28.0,7,13.0,26.0,10,13.0
22,449,3,1,3,2,30,0,1,16,20,16,0,18,7,60,9887,110932.14,11.22,0.19,4,20845.0,15322.73,183.04,16.0,9,12.0,18.0,11,11.0
27,48,6,0,1,0,47,0,0,19,70,32,17,20,2,60,1080,43869.6,40.62,0.68,33,282.0,1028.1,45.1,12.0,10,15.0,12.0,9,15.0
6,0,5,1,3,0,0,0,0,16,37,5,0,15,2,30,1428,3198.72,2.24,0.07,0,83.0,7789.85,6.27,18.0,4,9.0,18.0,4,9.0
32,149,16,0,0,0,137,0,0,0,88,6,0,20,10,30,1100,12100.0,11.0,0.37,0,95.0,2453.16,12.44,10.0,2,14.0,10.0,2,14.0
27,633,6,1,3,0,452,0,1,16,52,18,0,27,7,60,7300,21535.0,2.95,0.05,15,375.0,2719.63,30.19,3.0,0,12.0,17.0,1,12.0
27,472,6,1,3,0,200,0,1,16,23,0,0,20,1,60,69922,170609.68,2.44,0.04,15,4444.0,26081.05,239.19,28.0,6,12.0,13.0,6,12.0
23,54,0,0,0,0,53,0,1,8,15,14,0,13,7,60,40400,248460.0,6.15,0.1,10,3919.0,12704.0,486.98,19.0,3,10.0,19.0,3,10.0
26,38,14,0,4,3,38,0,1,11,9,8,0,7,1,60,168711,416716.17,2.47,0.04,15,8183.0,12225.76,898.44,15.0,11,10.0,15.0,11,10.0
30,484,7,1,3,0,374,0,1,16,9,8,0,7,1,60,1659,3682.98,2.22,0.04,12,958.0,7659.33,5.16,25.0,0,12.0,22.0,0,12.0
23,116,0,0,1,0,110,0,1,1,19,15,8,17,2,336,24,7365.12,306.88,0.91,11,60.0,3981.97,15.88,6.0,6,10.0,6.0,6,10.0
22,433,3,1,3,2,338,0,1,16,20,16,0,18,7,60,206853,2320890.66,11.22,0.19,0,29353.0,13398.06,3829.47,15.0,4,11.0,6.0,5,11.0
34,514,12,1,3,1,387,0,0,16,80,5,0,20,1,90,10000,73000.0,7.3,0.08,15,684.0,1026.49,90.3,16.0,6,13.0,23.0,6,13.0
25,448,11,1,3,1,349,0,1,16,20,16,0,18,7,60,185875,2085517.5,11.22,0.19,0,26760.0,12405.54,3441.1,7.0,10,12.0,24.0,9,12.0
30,677,7,1,3,0,475,0,1,16,55,28,0,33,7,30,3760,37600.0,10.0,0.33,4,315.0,5254.17,73.7,30.0,2,9.0,25.0,2,9.0
6,0,5,0,1,0,0,0,0,1,18,1,0,16,1,60,20,205.6,10.28,0.17,1,19.0,658.68,0.33,29.0,6,8.0,29.0,6,8.0
25,448,11,1,3,1,349,0,0,16,66,0,0,0,0,240,26807,52273.65,1.95,0.01,0,9937.0,14700.0,86.25,28.0,4,12.0,28.0,4,12.0
27,583,6,1,3,1,299,0,0,16,80,5,0,20,1,90,1016,9448.8,9.3,0.1,15,367.0,3783.24,9.71,14.0,3,15.0,24.0,11,14.0
12,0,3,1,3,0,0,0,1,16,5,5,0,4,1,30,1030,12071.6,11.72,0.39,0,251.0,1960.81,19.31,24.0,5,8.0,24.0,5,8.0
23,54,0,0,0,0,53,0,1,0,2,2,0,2,2,60,24612,35687.4,1.45,0.02,0,4762.0,17541.06,69.95,17.0,9,10.0,17.0,8,10.0
22,433,3,1,3,2,338,0,1,16,5,5,0,4,1,30,57468,248261.76,4.32,0.14,4,4915.0,13398.06,409.63,15.0,4,11.0,5.0,5,11.0
15,0,12,1,3,1,1,0,1,16,5,5,0,4,1,30,34036,196728.08,5.78,0.19,0,2901.0,4897.42,424.15,29.0,0,9.0,29.0,0,9.0
22,413,3,1,3,2,327,0,1,16,54,25,0,32,7,30,2500,29375.0,11.75,0.39,4,225.0,6147.18,63.33,31.0,1,10.0,17.0,1,10.0
24,13,5,0,0,3,13,0,1,8,5,5,0,4,1,30,43309,140321.16,3.24,0.11,10,5000.0,6914.44,144.25,25.0,10,15.0,25.0,9,15.0
29,386,4,1,3,0,314,0,1,16,15,14,0,13,7,60,9024,60099.84,6.66,0.11,10,976.0,12369.8,117.8,14.0,11,9.0,11.0,11,9.0
15,0,12,1,3,0,0,0,0,16,47,5,0,20,2,90,3436,58240.2,16.95,0.19,0,395.0,1848.37,93.18,26.0,4,7.0,26.0,4,7.0
22,560,3,1,3,2,413,0,1,16,14,13,0,12,7,60,51431,335330.12,6.52,0.11,12,19196.0,43055.82,344.72,2.0,9,15.0,10.0,8,15.0
22,441,3,1,3,2,249,0,1,16,7,3,0,3,1,30,1639,10522.38,6.42,0.21,4,107.0,18495.9,17.36,3.0,2,11.0,28.0,6,11.0
30,270,7,0,1,0,233,0,1,1,1,1,1,1,1,120,160,5785.6,36.16,0.3,1,47.0,1238.94,12.47,12.0,10,10.0,12.0,9,10.0
29,407,4,1,3,0,322,0,0,16,47,5,0,20,2,90,1785,17974.95,10.07,0.11,0,168.0,7816.45,38.75,30.0,0,10.0,23.0,2,10.0
49,726,10,1,3,1,504,0,1,16,59,29,0,35,7,30,81589,783254.4,9.6,0.32,28,21668.0,23559.93,921.89,30.0,8,15.0,17.0,8,15.0
31,471,10,1,3,1,364,0,1,16,4,4,0,3,1,60,35061,237012.36,6.76,0.11,10,2247.0,8194.09,391.07,19.0,11,12.0,13.0,11,12.0
33,554,2,1,3,1,409,0,0,16,77,16,0,38,11,60,17000,63410.0,3.73,0.06,4,931.0,6002.0,78.44,29.0,1,14.0,23.0,6,14.0
33,686,2,1,3,1,279,0,1,16,23,0,0,20,1,60,36576,94366.08,2.58,0.04,0,4145.0,1647.0,203.45,28.0,7,11.0,28.0,10,11.0
30,242,7,0,1,0,152,0,1,1,58,15,8,17,1,60,587,4020.95,6.85,0.11,1,85.0,1253.45,4.97,8.0,7,13.0,8.0,10,13.0
30,244,7,0,0,0,212,0,1,10,87,37,19,3,1,120,120,10800.0,90.0,0.75,14,18.0,1190.02,21.17,19.0,3,10.0,19.0,3,10.0
22,497,3,1,3,2,383,0,1,16,71,11,0,10,7,30,59615,772610.4,12.96,0.43,10,7722.0,14547.55,1083.2,6.0,10,13.0,3.0,9,13.0
23,84,0,0,0,0,80,0,1,8,15,14,0,13,7,60,15040,86329.6,5.74,0.1,10,1481.0,6390.83,186.13,13.0,9,10.0,13.0,8,10.0
40,585,9,1,3,0,55,0,1,16,1,1,1,1,1,120,1184,22377.6,18.9,0.16,1,251.0,3247.35,26.34,31.0,9,15.0,6.0,3,15.0
22,470,3,1,3,2,231,0,1,16,20,16,0,18,7,60,159964,1569246.84,9.81,0.16,0,37944.0,16532.5,2200.08,2.0,1,12.0,24.0,5,12.0
48,434,10,1,3,1,331,0,0,16,77,16,0,38,11,60,35000,148750.0,4.25,0.07,4,2032.0,4428.06,320.7,31.0,10,11.0,30.0,4,11.0
34,389,12,1,3,0,312,0,1,16,9,8,0,7,1,60,16539,40355.16,2.44,0.04,0,796.0,4234.42,79.1,30.0,2,9.0,11.0,2,9.0
15,0,12,1,3,1,1,0,1,16,15,14,0,13,7,60,52481,373664.72,7.12,0.12,10,5586.0,6759.28,732.38,22.0,6,9.0,22.0,6,9.0
40,592,9,1,3,0,89,0,1,16,76,1,0,1,1,120,1746,33802.56,19.36,0.16,12,473.0,5769.34,39.79,30.0,4,15.0,26.0,4,15.0
22,513,3,1,3,2,133,0,1,16,5,5,0,4,1,30,36390,121178.7,3.33,0.11,0,17455.0,20666.07,149.9,4.0,4,13.0,10.0,9,13.0
17,0,3,1,3,2,0,0,1,16,43,25,11,29,7,30,27439,720273.75,26.25,0.88,14,2561.0,15128.47,1411.74,8.0,10,9.0,8.0,9,9.0
4,0,4,1,3,0,0,0,0,16,53,5,13,31,9,180,4077,69186.69,16.97,0.09,8,1554.0,4963.0,110.7,22.0,2,7.0,22.0,2,7.0
22,678,3,1,3,2,476,0,1,16,20,16,0,18,7,60,60000,681000.0,11.35,0.19,0,6949.0,11637.64,1334.76,18.0,11,9.0,18.0,11,9.0
24,13,5,0,0,0,13,0,0,0,63,0,0,15,3,30,2118,2647.5,1.25,0.04,0,134.0,1987.82,2.72,5.0,3,15.0,5.0,3,15.0
14,0,11,1,3,1,1,0,1,16,52,18,0,27,7,60,17500,68250.0,3.9,0.06,4,1292.0,1588.05,133.77,7.0,0,9.0,7.0,0,9.0
22,458,3,1,3,2,355,0,1,16,5,5,0,4,1,30,91166,375603.92,4.12,0.14,15,6073.0,25231.96,526.6,20.0,4,12.0,16.0,10,12.0
22,401,3,1,3,2,320,0,1,16,5,5,0,4,1,30,3500,16625.0,4.75,0.16,0,309.0,9736.1,35.84,31.0,10,10.0,18.0,9,10.0
9,0,7,1,3,0,0,0,1,16,5,5,0,4,1,30,3364,41780.88,12.42,0.41,0,369.0,1902.9,66.85,11.0,9,8.0,11.0,8,8.0
6,0,5,0,0,0,0,2,3,6,32,21,0,7,1,1000,30,197.1,6.57,0.01,20,3221.0,21015.77,0.39,16.0,11,8.0,16.0,0,8.0
4,0,4,1,3,0,0,0,1,16,14,13,0,12,7,60,29593,281133.5,9.5,0.16,0,10877.0,30167.0,449.81,29.0,3,8.0,29.0,3,8.0
63,574,25,1,3,0,208,0,1,16,55,28,0,33,7,30,1447,6800.9,4.7,0.16,28,592.0,6169.0,6.99,31.0,9,14.0,21.0,8,14.0
24,45,5,0,0,3,44,0,1,8,59,29,0,35,7,30,60000,630000.0,10.5,0.35,35,8113.0,8217.8,647.64,19.0,5,14.0,19.0,5,14.0
30,519,7,1,3,1,394,0,1,16,23,0,0,20,1,60,45525,102886.5,2.26,0.04,12,2818.0,6976.78,127.27,29.0,2,13.0,20.0,2,13.0
71,616,19,1,3,0,249,0,1,16,14,13,0,12,7,60,29998,247783.48,8.26,0.14,0,3274.0,21881.71,408.84,4.0,5,11.0,15.0,5,11.0
27,633,6,1,3,0,452,0,1,16,5,5,0,4,1,30,51240,200348.4,3.91,0.13,0,4331.0,8684.7,280.89,30.0,2,12.0,14.0,6,12.0
33,69,2,0,0,0,66,0,1,0,20,16,0,18,7,60,37012,300907.56,8.13,0.14,0,4699.0,17907.7,372.22,24.0,6,13.0,24.0,6,13.0
9,0,7,1,3,0,1,0,1,16,52,18,0,27,7,60,60,240.0,4.0,0.07,10,4.0,396.08,0.52,23.0,2,9.0,23.0,2,9.0
32,453,16,1,3,0,352,0,1,16,20,16,0,18,7,60,28,308.0,11.0,0.18,4,13.0,912.36,0.43,16.0,9,12.0,14.0,10,12.0
29,398,4,1,3,0,101,0,1,16,23,0,0,20,1,60,9876,26961.48,2.73,0.05,0,941.0,7779.96,58.13,10.0,10,10.0,19.0,10,10.0
29,543,4,1,3,0,97,0,1,16,7,3,0,3,1,30,3859,15590.36,4.04,0.13,4,242.0,3128.55,19.29,3.0,3,14.0,3.0,3,14.0
30,545,7,1,3,0,180,0,1,16,23,0,0,20,1,60,23819,53830.94,2.26,0.04,15,1447.0,8854.24,55.34,28.0,7,14.0,21.0,10,14.0
30,397,7,1,3,0,317,0,1,16,9,8,0,7,1,60,3519,8586.36,2.44,0.04,4,2538.0,6298.34,16.83,19.0,9,10.0,17.0,8,10.0
30,115,7,0,0,0,109,0,0,0,83,0,0,0,0,100,11310,14703.0,1.3,0.01,0,2454.0,10898.12,18.19,10.0,11,13.0,12.0,11,13.0
22,558,3,1,3,2,411,0,0,16,80,5,0,20,1,90,10534,97966.2,9.3,0.1,15,2.0,45180.62,100.71,30.0,4,14.0,9.0,9,14.0
33,738,2,1,3,0,510,0,1,16,21,17,0,3,1,60,23358,400356.12,17.14,0.29,4,2344.0,9309.52,863.17,19.0,5,10.0,4.0,1,10.0
34,547,12,1,3,1,121,0,1,16,55,28,0,33,7,30,21529,101186.3,4.7,0.16,40,9530.0,16468.54,104.02,29.0,1,14.0,4.0,6,14.0
57,691,24,1,3,0,295,0,1,16,21,17,0,3,1,60,2005,31077.5,15.5,0.26,4,2634.0,20805.8,51.28,31.0,3,11.0,10.0,10,11.0
33,166,2,0,1,0,151,0,0,1,16,1,7,14,9,300,304,9369.28,30.82,0.1,11,278.0,5656.74,9.63,30.0,6,14.0,30.0,6,14.0
42,384,3,1,3,2,313,0,1,16,4,4,0,3,1,60,1697,12778.41,7.53,0.13,0,6725.0,33279.39,25.05,18.0,11,9.0,18.0,11,9.0
30,597,7,1,3,1,321,0,1,16,20,16,0,18,7,60,3000,33660.0,11.22,0.19,0,359.0,3302.05,72.57,28.0,8,10.0,25.0,8,10.0
32,453,16,1,3,0,352,0,1,16,4,4,0,3,1,60,187,1312.74,7.02,0.12,12,125.0,1554.64,1.84,16.0,9,12.0,14.0,8,12.0
39,41,14,0,4,3,6,0,1,0,14,13,0,12,7,60,19836,167019.12,8.42,0.14,0,1820.0,698.0,275.58,14.0,6,11.0,14.0,6,11.0
20,0,10,1,3,1,0,0,1,16,4,4,0,3,1,60,3180,25917.0,8.15,0.14,0,182.0,1593.48,41.47,7.0,9,8.0,7.0,8,8.0
24,443,5,1,3,0,345,0,0,16,49,6,0,20,3,60,180,2700.0,15.0,0.25,0,38.0,1128.54,4.46,19.0,5,11.0,21.0,5,11.0
1,0,1,1,3,0,1,0,1,16,23,0,0,20,1,60,12873,37331.7,2.9,0.05,0,1258.0,6027.68,80.49,27.0,0,9.0,27.0,0,9.0
6,0,5,1,3,0,0,0,1,16,23,0,0,20,1,60,20186,64595.2,3.2,0.05,0,4218.0,43041.34,103.35,20.0,0,8.0,20.0,0,8.0
30,399,7,1,3,0,319,0,1,16,5,5,0,4,1,30,2000,10260.0,5.13,0.17,4,563.0,1524.56,22.12,26.0,10,10.0,12.0,7,10.0
32,544,16,1,3,0,405,0,1,16,4,4,0,3,1,60,380,2120.4,5.58,0.09,0,21.0,895.38,2.18,30.0,10,14.0,15.0,1,14.0
45,210,10,0,1,0,76,0,0,22,6,6,3,5,3,60,747,5229.0,7.0,0.12,33,169.0,2387.62,6.47,24.0,0,13.0,24.0,0,13.0
33,90,2,0,1,0,86,0,1,22,25,7,4,21,4,30,2098,38477.32,18.34,0.61,33,140.0,1870.73,63.49,27.0,4,11.0,27.0,4,11.0
30,387,7,1,3,0,315,0,1,16,20,16,0,18,7,60,15584,174852.48,11.22,0.19,0,6843.0,15170.33,342.71,3.0,11,9.0,30.0,2,9.0
38,267,3,0,0,0,231,1,2,18,67,9,5,8,5,720,2500,105000.0,42.0,0.06,16,1725.0,11954.71,147.21,3.0,11,12.0,3.0,11,12.0
22,425,3,1,3,2,333,0,1,16,20,16,0,18,7,60,141764,1590592.08,11.22,0.19,0,70109.0,43548.0,3429.32,22.0,7,11.0,16.0,10,11.0
31,382,10,1,3,1,311,0,1,16,15,14,0,13,7,60,76000,506160.0,6.66,0.11,10,8280.0,15328.58,992.07,18.0,11,9.0,7.0,11,9.0
22,449,3,1,3,2,30,0,1,16,14,13,0,12,7,60,85919,709690.94,8.26,0.14,0,8754.0,15322.73,1170.99,2.0,9,12.0,18.0,11,11.0
34,454,12,1,3,1,348,0,1,16,21,17,0,3,1,60,2548,38321.92,15.04,0.25,4,257.0,361.73,63.23,28.0,7,12.0,28.0,2,11.0
27,225,6,0,0,0,200,0,1,9,23,0,0,20,1,60,55710,130361.4,2.34,0.04,12,3204.0,19625.64,182.77,20.0,5,12.0,20.0,5,12.0
30,624,7,1,3,1,447,0,1,16,14,13,0,12,7,60,18528,153041.28,8.26,0.14,0,1713.0,15672.8,252.52,16.0,7,12.0,3.0,10,12.0
33,75,2,0,0,0,72,0,1,9,23,0,0,20,1,60,96200,209716.0,2.18,0.04,12,6320.0,33343.63,215.59,19.0,10,14.0,19.0,9,14.0
40,418,9,1,3,0,329,0,0,16,35,6,0,17,3,60,336,2593.92,7.72,0.13,0,89.0,1221.83,5.59,23.0,2,10.0,13.0,2,10.0
46,101,19,0,0,0,96,0,0,0,46,4,0,0,9,240,3652,7304.0,2.0,0.01,0,1575.0,8130.55,7.51,9.0,0,14.0,9.0,0,14.0
22,470,3,1,3,2,231,0,1,16,20,16,0,18,7,60,116254,1196253.66,10.29,0.17,4,14964.0,17090.0,1677.15,2.0,1,12.0,3.0,4,12.0
22,531,3,1,3,2,399,0,1,16,20,16,0,18,7,60,100000,858000.0,8.58,0.14,10,38992.0,49199.75,1061.35,17.0,3,14.0,10.0,3,14.0
30,349,7,0,0,0,291,0,1,10,87,37,19,3,1,120,112,10080.0,90.0,0.75,14,16.0,1000.94,19.76,26.0,0,9.0,26.0,0,9.0
45,577,10,1,3,1,424,0,0,16,64,13,0,36,11,60,12080,23556.0,1.95,0.03,30,10314.0,12867.46,24.22,31.0,9,15.0,17.0,8,15.0
27,534,6,1,3,1,401,0,1,16,1,1,1,1,1,120,11193,226322.46,20.22,0.17,1,2518.0,33986.07,279.96,17.0,11,13.0,11.0,11,13.0
22,458,3,1,3,2,355,0,1,16,9,8,0,7,1,60,20000,46600.0,2.33,0.04,0,2238.0,17090.0,65.33,20.0,4,12.0,3.0,4,12.0
30,653,7,1,3,0,460,0,1,16,5,5,0,4,1,30,36007,119903.31,3.33,0.11,0,19158.0,106022.37,148.32,29.0,1,13.0,13.0,6,13.0
33,533,2,1,3,1,400,0,1,16,54,25,0,32,7,30,22002,126291.48,5.74,0.19,0,2003.0,10010.15,156.22,18.0,6,14.0,25.0,6,14.0
22,412,3,1,3,2,175,0,1,16,23,0,0,20,1,60,13104,35773.92,2.73,0.05,0,1448.0,6147.18,77.13,12.0,1,10.0,17.0,1,10.0
26,5,14,0,4,3,6,0,1,0,4,4,0,3,1,60,92887,678075.1,7.3,0.12,0,4810.0,6599.86,1118.82,4.0,3,12.0,4.0,3,12.0
30,597,7,1,3,0,321,0,1,16,9,8,0,7,1,60,250,610.0,2.44,0.04,0,113.0,3504.8,1.32,17.0,7,10.0,23.0,11,9.0
27,22,6,0,2,0,22,0,1,4,55,28,0,33,7,30,20700,226665.0,10.95,0.36,4,1795.0,21340.35,444.26,1.0,4,10.0,1.0,4,10.0
9,0,7,1,3,0,1,0,1,16,23,0,0,20,1,60,4564,13235.6,2.9,0.05,0,847.0,4999.48,25.94,24.0,1,9.0,24.0,1,9.0
23,9,0,0,0,0,9,0,1,9,5,5,0,4,1,30,14000,49000.0,3.5,0.12,12,1400.0,2859.58,57.67,10.0,5,15.0,10.0,5,15.0
25,477,11,1,3,1,368,0,1,16,20,16,0,18,7,60,84875,816497.5,9.62,0.16,10,18031.0,7433.02,1144.73,11.0,3,13.0,11.0,3,13.0
25,512,11,1,3,1,391,0,0,16,61,4,0,0,9,240,18597,39053.7,2.1,0.01,0,7141.0,5496.08,48.31,14.0,5,13.0,26.0,5,13.0
25,546,11,1,3,1,406,0,1,16,20,16,0,18,7,60,74623,605192.53,8.11,0.14,10,10073.0,7048.57,622.14,31.0,5,14.0,25.0,5,14.0
6,0,5,1,3,0,0,0,1,16,2,2,0,2,2,60,4860,7241.4,1.49,0.02,0,2034.0,23441.88,14.19,22.0,10,9.0,22.0,9,9.0
